雇主id,雇主名字,provice_name,city_name,订单内容,成交金额,经度,纬度
13964214,open_ctuvjq0i,江苏,常州,【食品饮料】卡通形象logo设计 吉祥物人物设计,909.3,119.94244,31.70086
16146891,open_e0rd_bfe2,江苏,常州,常州市钛宇新材料科技有限公司需要logo,666,119.94244,31.70086
21721788,m_6785_n2hsdc,江苏,常州,淘宝天猫整店运营服务优化服务活动策划执行内容策划服务数据分析,10,119.94244,31.70086
21930411,t_9813_TGd1w0,江苏,常州,【高性价】食品饮料高端包装设计手提袋装设计产品插画包装瓶标贴,1,119.946973,31.772752
19439139,大熊进山,江苏,常州,【专业配音】彩铃广告飞蝶说PPT解说课件专题英文动画出单快,297,119.946973,31.772752
22025056,t_9691mf8k3n,江苏,常州,微信公众号代运营、原创图文排版、日常推文微信发文托管包月,90,119.946973,31.772752
22036975,t_9861zjo0ay,江苏,常州,【UI设计】移动UI/APP界面设计/移动端微信界面网页设计,7,119.946973,31.772752
21656350,m_1758_ad16bg,江苏,常州,【威威3套方案】品牌logo设计详情页设计设计标志设计,308,119.946973,31.772752
21855702,m_3341_6njws8,江苏,常州,我需要起名取名,1088,119.946973,31.772752
21980579,t_4881cxtw75,江苏,常州,移动端手机网站建设/微网站搭建定制开发【三站合一】,13,119.946973,31.772752
21928727,傻子丁,江苏,常州,淘宝天猫推广淘宝天猫网店店铺手机APP无线流量,298,119.95132,31.75211
21854285,m_8406_ddzye0,江苏,常州,卡通面具设计,5000,119.95132,31.75211
21942393,t_4045_ZLwca5,江苏,常州,常州市观念艺术品有限公司文案撰写,600,119.97131,31.83046
21560598,m_8089_ntlbbt,江苏,常州,产品包装/包装设计/包装盒/个性包装/高端包装/,1000,119.97131,31.83046
20958292,大鹏1977,江苏,常州,LOGO设计,500,119.97131,31.83046
21703762,m_0088_3junw6,江苏,常州,我需要logo,500,119.97131,31.83046
18518881,阿旺_企业库存分析,江苏,常州,【企业网站建设】网站制作 网站开发定制 网页设计  网站仿站,1300,119.974454,31.810077
21354121,m_9221_5dbrml,江苏,常州,艺术教育培训机构logo设计,500,119.974454,31.810077
19410645,m_8002_vo7xrt,江苏,常州,海南乐礼文化传播有限公司需要logo,299,119.974454,31.810077
20447243,t_2619jcgyqi,江苏,常州,【电脑+手机网站建设】企业网站 网站制作 网站开发 做网站,2000,119.974454,31.810077
19526692,钮扣信息科技,江苏,常州,【新用户福利】我需要商城小程序服务,0.01,121.381672,31.112842
9628253,华丽彩印,广东,潮州,我需要名片设计,100,116.67804,23.4624
11184681,咕噜咕噜啊啊啊,四川,成都,村/社区logo设计,300,103.765623,29.552064
22006309,m_6763_kh5l4a,四川,成都,画册易拉宝广告平面设计展会海报折页宣传册包装设计传单详情设计,200,103.84881,30.68444
21973485,t_3578_rx70ld,四川,成都,新概念公会/俱乐部/茶馆,100,103.92373,30.57444
21967713,t_4494_YCcihe,四川,成都,首页设计 网页设计/UI设计/ui设计 网站建设/app设计,1600,103.92373,30.57444
21952359,m_8384_3ge2k4,四川,成都,【新用户福利】我需要企业抖音号代认证服务,0.1,103.92373,30.57444
21718908,t_2272_aB0mb0,四川,成都,网站前端开发 网站建设 网站定制开发 企业官方网站定制开,2800,104.04303,30.64235
21980304,t_5990_FSxns7,四川,成都,我需要剪辑服务,500,104.04303,30.64235
21980304,t_5990_FSxns7,四川,成都,我需要配音,600,104.04303,30.64235
21953443,t_9142_DNcwcp,四川,成都,巧乐国文学校DM单设计,1000,104.04303,30.64235
21963517,m_3872_y7fyk5,四川,成都,金融LOGO设计,400,104.04303,30.64235
21661397,t_8533_mk4zx9,四川,成都,APP整站UI美化设计,1000,104.04303,30.64235
21770433,m_1312_howg9a,四川,成都,科技餐饮logo旅游公司创意标志设计商标设计卡通logo设计,3000,104.04303,30.64235
21907137,m_7001_d8qi9k,四川,成都,汽车节目LOGO设计,500,104.04303,30.64235
21972629,t_7782_ra1dzs,四川,成都,成都安信物电科技LOGO升级,1000,104.04303,30.64235
21864616,m_5640_k4m7z6,四川,成都,我需要VI系统设计,1788,104.04303,30.64235
417777,宏鹰传媒,四川,成都,宠添心产品说明书排版设计，海报设计。,500,104.04303,30.64235
16587265,Kevin龙,四川,成都,品牌logo公司logo设计商标设计标志,688,104.05114,30.69126
21848276,t_6935_sx38z2,四川,成都,商标logo设计公司金融英文logo企业图标餐饮字体标志设计,120,104.06151,30.67387
21848276,t_6935_sx38z2,四川,成都,食品logo设计 产品logo设计 品牌logo设计,400,104.06151,30.67387
6358933,魂525,四川,成都,网站改版 | 网页重新设计 | 网站修改 | 网页设计,500,104.06151,30.67387
20176544,t_9926hbb90o,四川,成都,对折页设计DM单设计三折页设计宣传页设计宣传广告设计菜单设计,3250,104.064856,30.658601
20548749,t_5345iqusr7,四川,成都,品牌故事品牌定位企业简介企业文化发展历程初创创业理念策划定位,420,104.064856,30.658601
4294533,spy2009cs,四川,成都,大鸣堂广告需要logo,300,104.064856,30.658601
21907879,t_2581petpun,四川,成都,【新用户福利】我需要企业抖音号代认证服务,0.1,104.064856,30.658601
1475591,acmeing,四川,成都,美工包月外包整店装修/详情页设计/首页设计/淘宝美工海报设计,1200,104.064856,30.658601
20098442,t_6902oos75y,四川,成都,图像处理ps抠图PS修图去水印图片处理精修改字广告P图矢量图,25,104.064856,30.658601
10186806,m_29279npght,四川,成都,PS图片处理美工P图修图抠图去水印改字主图详情页图片设计,20,104.064856,30.658601
5492840,ladysl2015,四川,成都,美工包月外包整店装修/详情页设计/首页设计/淘宝美工海报设计,3500,104.064856,30.658601
21505891,t_4858mypzmi,四川,成都,公司取名品牌命名企业取名起名商标起名网站取名店铺起名产品取名,1500,104.064856,30.658601
21875629,t_3653qkrz9n,四川,成都,高质量PPT设计定制策划制作美化企业代做PPT课件,110,104.064856,30.658601
12072058,GOYA2015,四川,成都,可行性研究报告/项目申报/政府立项资金申请报告撰写策划方案,2500,104.064856,30.658601
11388437,Drawerking,四川,成都,网络整合营销策划APP贴吧推广百度百科词条创建网站SEO优化,1550,104.064856,30.658601
5415684,wik_heli,四川,成都,我需要logo,500,104.064856,30.658601
15686553,t_0424xh5540,四川,成都,企业签名服务,800,104.064856,30.658601
9705221,shadowcn,四川,成都,餐饮设计 室内设计 效果图设计小吃店铺效果图设计,2200,104.064856,30.658601
19132646,t_5219mq8n37,四川,成都,餐饮行业店铺品牌商标|起名取名|可搭配logo、vi、文案等,400,104.064856,30.658601
21636291,m_5892_lu3bk1,四川,成都,网络整合营销全案企业小红书推广百度品牌口碑创建网站SEO优化,500,104.065735,30.659462
21835860,m_7723_sql6wj,四川,成都,我需要LOGO,500,104.065735,30.659462
21652938,t_4925bNajug,四川,成都,网站建设网站制作/网站设计企业网站开发响应式网站定制H5,3000,104.08347,30.65614
21803424,m_3890_g2fe3i,四川,成都,教育LOGO设计/标志设计/创意/企业商标设计/卡通logo,680,104.08347,30.65614
21903624,t_6102_hXvqbg,四川,成都,简体、繁体、表格、公式、排版、录音整理、PDF转word录入,5000,104.10193,30.65993
22005984,m_5836_os4y48,四川,成都,食品logo设计 产品logo设计 品牌logo设计,600,104.10193,30.65993
21793290,m_8421_q5vlw0,四川,成都,文案撰写微信文案排版品牌故事公司简介产品介绍宝贝描述软文写作,150,104.10193,30.65993
21680152,m_5845_admaqe,四川,成都,龙泉街道魏家街社区LOGO设计,600,104.27462,30.55658
9766452,瑞宝gg,四川,成都,【电子家电零售百货】公司品牌门店产品餐饮影视食品logo设计,1000,104.629038,30.129184
12488522,红业科技,四川,成都,四川天府雄州智能化工程有限公司LOGO设计,799,104.629038,30.129184
7184333,欣语品牌设计,四川,成都,成都多乐克定制家居LOGO设计,300,106.551557,29.56301
17603534,粪豆子,河北,承德,我需要logo,220,114.469258,38.037251
8634228,辰04,河北,承德,【自营】抖音企业认证蓝V认证火山头条认证粉丝短视频信息流广告,600,114.469258,38.037251
21344679,t_8985ffanow,河北,承德,我需要logo,580,117.9432,40.97466
21013775,t_5999yNp3ib,河北,承德,我需要logo,150,117.943621,40.978744
3194424,jameswang02,河北,承德,教育机构LOGO设计,300,117.943621,40.978744
21253687,m_9317_kuiwgh,内蒙古,赤峰,面膜品牌的LOGO设计,500,118.95755,42.24312
21253687,m_9317_kuiwgh,内蒙古,赤峰,葆青春面膜包装盒设计,150,118.95755,42.24312
21636018,t_8338Mxa43a,内蒙古,赤峰,克什克腾旗传诚文化传媒有限责任公司LOGO设计,699,118.95755,42.24312
21993205,m_3595_cocl6o,四川,达州,【高端原创】公司LOGO企业logo标志设计vi设计商标设计,528,107.50456,31.21469
21962668,m_2189_lbmhd3,云南,大理白族自治州,【3套方案】logo字体设计LOGO公司包装vi标志企业图文,360,102.712251,25.040609
21931525,m_1624_qmz4t9,辽宁,大连,傲智律师事务所LOGO设计,500,121.56567,38.95017
21896667,m_0141_uqs5n3,辽宁,大连,我需要logo,100,121.61238,38.91469
6294393,studon,辽宁,大连,LOGO设计,300,121.614677,38.914024
22004857,t_8455wtsfxk,辽宁,大连,我需要餐饮店铺取名,100,121.614677,38.914024
22018157,t_0145edke1f,辽宁,大连,【包装袋设计】手提袋拎兜高端包装设计、食品礼物品化妆品包装,12,121.618622,38.91459
21960347,m_5789_8d9b3q,辽宁,大连,我需要产品摄影,600,121.71893,39.1004
21958327,m_4434_vljac2,辽宁,大连,河马建材LOGO设计,750,121.71893,39.1004
21903753,t_5849_xav617,辽宁,大连,【企业画册设计】教育科技金融医疗招商画册设计 产品宣传册设计,1200,121.71893,39.1004
21692910,m_5204_mk7628,辽宁,大连,我需要整店装修,1000,121.96316,39.39465
21760395,t_5378ipjbtt,辽宁,大连,小红书推广达人软文发布网红种草 笔记代写品牌号认证数据运营,8000,123.43147,41.80572
21699149,m_6306_ew9x72,黑龙江,大庆,优根（标准）种植牙医院LOGO设计,3000,125.08792,46.59359
21835713,m_6955_s6dwnw,黑龙江,大庆,美容院文案策划,400,125.11657,46.53273
21907554,m_9559_8gyya1,四川,德阳,我需要logo,800,104.39367,31.13906
21907554,m_9559_8gyya1,四川,德阳,推文配图,50,104.39367,31.13906
21431235,t_3444GK7zwr,山东,德州,商业计划书可行性研究报告融资计划书创业计划书BP路演商业策划,3500,117.000923,36.675807
11486037,天骄丶容止,山东,德州,山东圣喜清真食品有限公司包装设计,2200,117.087614,36.200252
12236709,a彭彭,广东,东莞,【效果图渲染】工业设计效果图渲染产品效果图场景图3d效果图,150,35,105
21779766,m_6172_fttixj,广东,东莞,【工业制造能源采矿】公司品牌门店产品餐饮影视食品logo设计,495,113.151737,27.835806
10066147,qjywanm,广东,东莞,店铺装修首页详情页设计网店设计美工包月淘宝美工直通车主图设计,495,113.751765,23.020536
10066147,qjywanm,广东,东莞,品牌文案宣传文案品牌故事简介广告语文案理念愿景历程宣传手册,200,113.751765,23.020536
17878941,特卖专场,广东,东莞,logo设计包装设计LOGO设计图标设计标志设计商标设计vi,500,113.751765,23.020536
10112962,最肥的猪,广东,东莞,塑胶管道LOGO设计,599,113.751765,23.020536
20465088,t_2320zahjs1,广东,东莞,机械设备LOGO,800,113.751765,23.020536
15301855,t_1621ldt9e1,广东,东莞,服装协会logo,1000,113.751765,23.020536
10450165,open_jbtiidtp,广东,东莞,需要产品外观设计,2000,113.751765,23.020536
21572866,t_3587Mlqond,广东,东莞,LOGO设计深圳ogo公司logo餐饮logo标志设计包满意,998,113.760234,23.048884
21655046,m_7010_aqhc5u,广东,东莞,我需要LOGO,1000,113.760234,23.048884
21895635,m_2972_esc5zb,广东,东莞,启源LOGO设计,800,113.760234,23.048884
21984399,m_1132_lb9eux,广东,东莞,小程序开发|旅游|微商城|教育|点餐系统|房产|H5制作微信,196.02,113.760234,23.048884
21605354,t_7826KCwmmx,广东,东莞,LOGO设计深圳ogo公司logo餐饮logo标志设计包满意,998,113.760234,23.048884
21578239,t_8684TTxwr5,广东,东莞,LOGO设计深圳ogo公司logo餐饮logo标志设计包满意,998,113.760234,23.048884
21945494,m_5912_rgjfe0,广东,东莞,LOGO设计,1000,113.760234,23.048884
21942956,m_0506_r34pmp,广东,东莞,电商详情页设计,898,113.760234,23.048884
21771120,m_8956_8bik5k,广东,东莞,海 霖 LOGO设计,300,113.760234,23.048884
21695031,t_9243_cfetfa,广东,东莞,纵横八方LOGO设计,1000,113.760234,23.048884
21950183,m_5613_4i46vq,广东,东莞,瘦身膜包装设计,230,113.760234,23.048884
21868665,m_1105_9yc5is,广东,东莞,【专属定制】logo设计,392,113.760234,23.048884
21989596,m_1445_i8ry01,广东,东莞,需要logo,300,113.760234,23.048884
21920180,nosoulsaten,广东,东莞,【威威实力设计】品牌logo设计详情页设计设计标志设计,488,113.760234,23.048884
21610121,t_2690suqx8x,广东,东莞,LOGO设计深圳ogo公司logo餐饮logo标志设计包满意,998,113.760234,23.048884
21901107,t_0606_nlxj2j,广东,东莞,淘宝天猫京东代运营店铺托管诊断网店手机无线店铺装修详情页设计,70,113.760234,23.048884
21901107,t_0606_nlxj2j,广东,东莞,淘宝天猫京东代运营店铺托管诊断网店手机无线店铺装修详情页设计,90,113.760234,23.048884
21980363,t_4773_QYxhvq,广东,东莞,宣传画册单张折页物料海报封面排版电子科技深圳修改到满意为止,600,113.760234,23.048884
21894490,t_8810_CZwwcb,广东,东莞,logo设计产品商标设计企业网站外贸公房地产酒店LOGO设计,5800,113.760234,23.048884
21864892,m_1602_kvq4af,广东,东莞,工业电子logo设计，机械科技化工企业标志、纺织行业商标设计,470.4,113.760234,23.048884
17761863,t_4868tkbkct,广东,东莞,命名取名品牌取名起名企业取名产品公司店铺网站商标起名取名策划,880,114.057868,22.543099
18425162,t_8130lnmm85,广东,东莞,宣传品定制设计,1840,114.057868,22.543099
7007419,绝地风暴2012,广东,东莞,【免费网站检测】整站快速检测，输出检测报告,9.9,114.416196,23.111847
1658508,ts320,广东,东莞,PHP前端手机单页面和后台小改动,280,116.503346,39.93446
11408472,8183炒货,山东,东营,8183炒货卡通形象设计（根据现有卡通logo设计）,500,116.994917,36.665282
21837182,t_8304_Vqg32e,山东,东营,我需要LOGO,880,118.25637,37.49157
21950224,t_4670_Uk249s,山东,东营,视频剪辑制作|字幕添加|特效合成|配音配乐|片头片尾|去水印,80,118.5816,37.44875
21953255,t_0400_Ldmeyq,山东,东营,VI设计单项丨vi视觉设计丨企业形象vi办公用品丨请柬贺卡,100,118.5816,37.44875
11180550,章爱明,广东,佛山,淘宝 详情页设计 淘宝 美工包月 淘宝装修 天猫 整店装修,1000,35,105
6559361,阳光下的劳作,广东,佛山,床的外观设计,3000,111.27917,23.47691
21976543,m_8059_039awm,广东,佛山,我需要：营销软文,200,112.89254,22.90022
11198777,信仰_2013,广东,佛山,服务咨询logo,500,113.121416,23.021548
19122060,t_1446lsq7bl,广东,佛山,抖音直播抖音代运营网站运营自媒体运营内容运营,40,113.121416,23.021548
